composition,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum Row,MagpieData range Row,MagpieData minimum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,gap expt
SrZnSO,3.44,2.49,2.155,0.95,5.0,3.0,2.0,11.5,4.75,2.0,195.0,129.0,122.0,36.5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,12.0,10.0,6.5,2.75,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.1
Ta11(CuO15)2,3.44,1.94,2.872093023255814,3.44,6.0,4.0,5.0,12.953488372093023,4.250946457544618,16.0,170.0,104.0,95.67441860465117,41.40616549486209,1.0,2.0,1.9534883720930232,2.0,4.0,2.7906976744186047,1.687398593834505,6.0,19.0,13.0,9.55813953488372,4.964845862628447,2.0,2.0,1.3953488372093024,0.8436992969172525,7.0,3.2325581395348837,1.9275283937263386,2.59
Ta11(CuO6)5,3.44,1.94,2.808695652173913,3.44,6.0,4.0,5.0,12.826086956521738,4.1398865784499055,16.0,170.0,104.0,98.04347826086956,41.79584120982987,1.0,2.0,1.891304347826087,2.0,4.0,2.608695652173913,1.8147448015122873,6.0,19.0,13.0,9.652173913043478,4.763705103969754,2.0,2.0,1.3043478260869565,0.9073724007561437,7.0,3.0869565217391304,1.8714555765595462,2.58
Ta2Mn3O8,3.44,1.94,2.7053846153846157,3.44,6.0,4.0,5.0,12.23076923076923,4.6390532544378695,16.0,170.0,104.0,98.84615384615384,40.426035502958584,2.0,2.0,2.0,2.0,4.0,2.4615384615384617,1.893491124260355,6.0,19.0,13.0,8.23076923076923,3.3136094674556205,2.0,2.0,1.2307692307692308,0.9467455621301775,7.0,3.4615384615384617,1.7988165680473374,1.89
Ta2O5,3.44,1.94,2.8857142857142857,3.44,6.0,4.0,5.0,12.857142857142858,4.489795918367347,16.0,170.0,104.0,95.71428571428571,42.44897959183673,2.0,2.0,2.0,2.0,4.0,2.857142857142857,1.6326530612244896,6.0,19.0,13.0,9.714285714285714,5.3061224489795915,2.0,2.0,1.4285714285714286,0.8163265306122448,7.0,3.4285714285714284,2.0408163265306123,4.2
Ta2Tl4S11,2.58,1.08,2.2270588235294118,2.58,6.0,3.0,5.0,14.0,2.588235294117647,16.0,170.0,65.0,122.05882352941177,22.07612456747405,2.0,2.0,2.0,2.0,4.0,2.823529411764706,1.5224913494809689,6.0,27.0,21.0,12.470588235294118,8.373702422145328,5.0,5.0,2.4705882352941178,1.1903114186851211,7.0,3.2941176470588234,1.6747404844290656,1.26
Ta7Cu3O19,3.44,1.94,2.8124137931034485,3.44,6.0,4.0,5.0,12.827586206896552,4.156956004756243,16.0,170.0,104.0,97.93103448275862,41.840665873959566,1.0,2.0,1.896551724137931,2.0,4.0,2.6206896551724137,1.807372175980975,6.0,19.0,13.0,9.655172413793103,4.789536266349584,2.0,2.0,1.3103448275862069,0.9036860879904876,7.0,3.103448275862069,1.8810939357907253,2.47
TaCu3S4,2.58,1.08,2.19,2.58,6.0,3.0,5.0,12.75,3.25,16.0,170.0,65.0,123.25,18.25,1.0,2.0,1.625,2.0,4.0,2.0,2.0,6.0,19.0,13.0,9.5,3.5,2.0,2.0,1.0,1.0,7.0,2.25,1.1875,3.0
TaN,3.04,1.54,2.27,1.5,6.0,4.0,5.0,10.0,5.0,5.0,170.0,99.0,120.5,49.5,2.0,2.0,2.0,2.0,3.0,1.5,1.5,5.0,19.0,14.0,12.0,7.0,3.0,3.0,1.5,1.5,7.0,5.0,2.0,2.3
TaTlS3,2.58,1.08,2.1719999999999997,2.58,6.0,3.0,5.0,13.2,3.3600000000000003,16.0,170.0,65.0,126.0,25.2,2.0,2.0,2.0,2.0,4.0,2.6,1.6799999999999997,6.0,27.0,21.0,12.8,8.16,5.0,5.0,2.2,1.12,7.0,3.6,1.9200000000000004,0.78
Tb(CuSe)3,2.55,1.3399999999999999,2.0799999999999996,1.9,6.0,2.0,3.0,12.0,3.4285714285714284,11.0,194.0,74.0,135.71428571428572,16.6530612244898,1.0,2.0,1.5714285714285714,1.0,4.0,1.7142857142857142,1.9591836734693877,11.0,16.0,5.0,13.142857142857142,2.4489795918367347,2.0,2.0,0.8571428571428571,0.9795918367346939,5.0,2.0,0.8571428571428571,0.16
Tb(CuTe)3,2.1,0.8900000000000001,1.8871428571428572,1.9,6.0,2.0,3.0,12.0,3.4285714285714284,11.0,194.0,62.0,143.42857142857142,14.448979591836727,1.0,2.0,1.5714285714285714,1.0,4.0,1.7142857142857142,1.9591836734693877,11.0,16.0,5.0,13.142857142857142,2.4489795918367347,2.0,2.0,0.8571428571428571,0.9795918367346939,5.0,2.0,0.8571428571428571,0.46
Tb(InS2)3,2.58,1.37,2.2030000000000003,2.58,6.0,3.0,3.0,13.8,2.6399999999999997,16.0,194.0,89.0,125.0,24.0,2.0,2.0,2.0,2.0,4.0,2.7,1.56,6.0,13.0,7.0,8.6,3.12,5.0,5.0,2.7,1.3800000000000001,5.0,3.2,1.44,1.2
Tb0.52Pr2.48Ga1.67S7,2.58,1.4500000000000002,2.1006255355612686,2.58,6.0,3.0,3.0,12.228791773778921,4.744880089346488,16.0,203.0,98.0,132.22450728363324,35.58637157653817,2.0,2.0,2.0,2.0,4.0,2.5424164524421595,1.7486006568817285,5.0,13.0,8.0,7.011996572407884,2.0691906609128936,5.0,5.0,1.9151670951156814,0.9846617455607615,11.0,4.475578406169666,2.969845560100713,2.61
Tb2EuSe4,2.55,1.3649999999999998,1.9721428571428572,2.55,6.0,2.0,3.0,10.428571428571429,6.36734693877551,16.0,198.0,78.0,152.28571428571428,36.89795918367347,2.0,2.0,2.0,2.0,4.0,2.2857142857142856,1.959183673469388,9.0,16.0,7.0,13.571428571428571,2.775510204081633,2.0,2.0,1.1428571428571428,0.979591836734694,7.0,3.5714285714285716,1.7959183673469388,2.0
Tb2GeS5,2.58,1.37,2.16625,2.58,6.0,3.0,3.0,12.5,4.75,16.0,194.0,89.0,129.125,32.4375,2.0,2.0,2.0,2.0,4.0,2.75,1.5625,6.0,14.0,8.0,8.25,2.8125,4.0,4.0,1.75,0.875,5.0,3.0,1.25,2.1
Tb2O3,3.44,2.23,2.548,3.44,6.0,4.0,3.0,10.8,6.24,16.0,194.0,128.0,117.2,61.44000000000001,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,6.0,11.0,5.0,8.0,2.4,2.0,2.0,1.2,0.9600000000000002,5.0,3.2,1.44,3.0
Tb4Al2O9,3.44,2.23,2.6013333333333337,3.44,6.0,4.0,3.0,12.133333333333333,4.8711111111111105,16.0,194.0,128.0,107.46666666666667,49.760000000000005,2.0,2.0,2.0,2.0,4.0,2.533333333333333,1.76,3.0,11.0,8.0,6.933333333333334,2.1688888888888886,5.0,5.0,1.8666666666666667,0.9955555555555555,5.0,3.2,1.4400000000000002,4.59
Tb4GaSbS9,2.58,1.37,2.1279999999999997,2.58,6.0,3.0,3.0,12.266666666666667,4.942222222222222,16.0,194.0,89.0,132.13333333333333,33.91111111111111,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.6444444444444446,6.0,15.0,9.0,8.4,2.8800000000000003,5.0,5.0,1.7333333333333334,0.9244444444444443,5.0,3.066666666666667,1.288888888888889,2.44
TbB(SbO4)2,3.44,2.23,2.9058333333333333,3.44,6.0,4.0,3.0,14.5,2.1666666666666665,16.0,194.0,128.0,90.33333333333333,33.5,2.0,2.0,2.0,2.0,4.0,3.25,1.0,3.0,15.0,12.0,7.666666666666667,3.0,5.0,5.0,2.25,0.7083333333333334,5.0,2.6666666666666665,0.8888888888888888,3.53
TbWClO4,3.44,2.23,2.9271428571428575,3.44,6.0,4.0,3.0,12.857142857142858,4.775510204081633,16.0,194.0,128.0,103.14285714285714,42.775510204081634,2.0,2.0,2.0,2.0,5.0,3.0,1.7142857142857142,6.0,20.0,14.0,8.857142857142858,3.795918367346939,2.0,2.0,1.2857142857142858,0.8163265306122449,6.0,2.857142857142857,1.510204081632653,4.24
TcS2,2.58,0.6800000000000002,2.3533333333333335,2.58,5.0,2.0,7.0,13.0,4.0,16.0,147.0,42.0,119.0,18.666666666666668,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,6.0,7.0,1.0,6.333333333333333,0.44444444444444436,2.0,2.0,1.3333333333333333,0.888888888888889,5.0,3.0,1.3333333333333333,1.0
TcSe2,2.55,0.6499999999999999,2.3333333333333335,2.55,5.0,1.0,7.0,13.0,4.0,16.0,147.0,27.0,129.0,12.0,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,7.0,16.0,9.0,13.0,4.0,2.0,2.0,1.3333333333333333,0.888888888888889,5.0,3.0,1.3333333333333333,0.88
Te0.01Pb1Se0.99,2.55,0.44999999999999973,2.43775,2.33,6.0,2.0,14.0,15.0,1.0,14.0,146.0,26.0,133.09,12.9591,2.0,2.0,2.0,2.0,2.0,3.0,1.0,16.0,28.0,12.0,22.0,6.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.26
Te0.05Pb1Se0.95,2.55,0.44999999999999973,2.42875,2.33,6.0,2.0,14.0,15.0,1.0,14.0,146.0,26.0,133.45,12.7775,2.0,2.0,2.0,2.0,2.0,3.0,1.0,16.0,28.0,12.0,22.0,6.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.26
Te0.4Se0.6,2.55,0.44999999999999973,2.37,2.55,5.0,1.0,16.0,16.0,0.0,16.0,138.0,18.0,127.2,8.64,2.0,2.0,2.0,2.0,0.0,4.0,0.0,16.0,16.0,0.0,16.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.2
Te0.5Pb1Se0.5,2.55,0.44999999999999973,2.3274999999999997,2.33,6.0,2.0,14.0,15.0,1.0,14.0,146.0,26.0,137.5,8.75,2.0,2.0,2.0,2.0,2.0,3.0,1.0,16.0,28.0,12.0,22.0,6.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.29
Te0.5Se0.5,2.55,0.44999999999999973,2.325,2.1,5.0,1.0,16.0,16.0,0.0,16.0,138.0,18.0,129.0,9.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,16.0,16.0,0.0,16.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0
Te0.6Se0.4,2.55,0.44999999999999973,2.2800000000000002,2.1,5.0,1.0,16.0,16.0,0.0,16.0,138.0,18.0,130.8,8.639999999999997,2.0,2.0,2.0,2.0,0.0,4.0,0.0,16.0,16.0,0.0,16.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.7
Te0.8Se0.2,2.55,0.44999999999999973,2.1900000000000004,2.1,5.0,1.0,16.0,16.0,0.0,16.0,138.0,18.0,134.4,5.759999999999996,2.0,2.0,2.0,2.0,0.0,4.0,0.0,16.0,16.0,0.0,16.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.4
Te0.99Pb1Se0.01,2.55,0.44999999999999973,2.2172500000000004,2.33,6.0,2.0,14.0,15.0,1.0,14.0,146.0,26.0,141.91,4.09,2.0,2.0,2.0,2.0,2.0,3.0,1.0,16.0,28.0,12.0,22.0,6.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.3
Te2Os,2.2,0.10000000000000009,2.1333333333333333,2.1,6.0,1.0,8.0,13.333333333333334,3.5555555555555554,16.0,144.0,6.0,140.0,2.6666666666666665,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,16.0,22.0,6.0,18.0,2.6666666666666665,2.0,2.0,1.3333333333333333,0.888888888888889,4.0,2.6666666666666665,0.8888888888888888,0.3
Te2Pd,2.2,0.10000000000000009,2.1333333333333333,2.1,5.0,0.0,10.0,14.0,2.6666666666666665,16.0,139.0,1.0,138.33333333333334,0.4444444444444476,0.0,2.0,1.3333333333333333,2.0,4.0,2.6666666666666665,1.777777777777778,10.0,16.0,6.0,14.0,2.6666666666666665,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,1.3333333333333333,0.888888888888889,1.8
Te2Ru,2.2,0.10000000000000009,2.1333333333333333,2.1,5.0,0.0,8.0,13.333333333333334,3.5555555555555554,16.0,146.0,8.0,140.66666666666666,3.5555555555555522,1.0,2.0,1.6666666666666667,2.0,4.0,2.6666666666666665,1.777777777777778,8.0,16.0,8.0,13.333333333333334,3.5555555555555554,2.0,2.0,1.3333333333333333,0.888888888888889,4.0,2.6666666666666665,0.8888888888888888,0.25
TeAs,2.18,0.08000000000000007,2.14,2.1,5.0,1.0,15.0,15.5,0.5,15.0,138.0,19.0,128.5,9.5,2.0,2.0,2.0,2.0,1.0,3.5,0.5,15.0,16.0,1.0,15.5,0.5,3.0,1.0,2.5,0.5,3.0,2.5,0.5,0.74
TeI,2.66,0.56,2.38,2.1,5.0,0.0,16.0,16.5,0.5,16.0,139.0,1.0,138.5,0.5,2.0,2.0,2.0,2.0,1.0,4.5,0.5,16.0,17.0,1.0,16.5,0.5,2.0,1.0,1.5,0.5,2.0,1.5,0.5,1.1
TeI4,2.66,0.56,2.548,2.66,5.0,0.0,16.0,16.8,0.31999999999999956,17.0,139.0,1.0,138.8,0.3199999999999932,2.0,2.0,2.0,2.0,1.0,4.8,0.3200000000000001,16.0,17.0,1.0,16.8,0.31999999999999956,2.0,1.0,1.2,0.31999999999999995,2.0,1.2,0.31999999999999995,1.1
TeO2,3.44,1.3399999999999999,2.9933333333333336,3.44,5.0,3.0,16.0,16.0,0.0,16.0,138.0,72.0,90.0,32.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,6.0,16.0,10.0,9.333333333333334,4.444444444444445,2.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0
TePb3Cl4O3,3.44,1.3399999999999999,2.9136363636363636,3.16,6.0,4.0,14.0,15.818181818181818,0.9917355371900826,17.0,146.0,80.0,107.45454545454545,26.578512396694215,2.0,2.0,2.0,2.0,3.0,3.8181818181818183,0.9917355371900826,6.0,28.0,22.0,13.272727272727273,8.52892561983471,4.0,3.0,2.1818181818181817,0.9917355371900826,4.0,2.1818181818181817,0.9917355371900826,3.79
TeSe,2.55,0.44999999999999973,2.325,2.1,5.0,1.0,16.0,16.0,0.0,16.0,138.0,18.0,129.0,9.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,16.0,16.0,0.0,16.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.58
Th2GeSe2,2.55,1.2499999999999998,1.9419999999999997,1.3,7.0,3.0,3.0,10.4,5.92,3.0,206.0,86.0,154.4,41.28,2.0,2.0,2.0,2.0,4.0,2.0,1.6,4.0,16.0,12.0,10.8,5.4399999999999995,4.0,4.0,1.6,1.2799999999999998,8.0,4.8,2.56,1.98
Th2Se5,2.55,1.2499999999999998,2.1928571428571426,2.55,7.0,3.0,3.0,12.285714285714286,5.3061224489795915,16.0,206.0,86.0,144.57142857142858,35.102040816326536,2.0,2.0,2.0,2.0,4.0,2.857142857142857,1.6326530612244896,4.0,16.0,12.0,12.571428571428571,4.89795918367347,2.0,2.0,1.4285714285714286,0.8163265306122448,8.0,3.7142857142857144,2.448979591836735,0.37
ThSO,3.44,2.1399999999999997,2.44,1.3,7.0,5.0,3.0,11.666666666666666,5.777777777777779,3.0,206.0,140.0,125.66666666666667,53.555555555555564,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,6.0,2.0,5.333333333333333,0.888888888888889,2.0,2.0,1.3333333333333333,0.888888888888889,8.0,4.0,2.6666666666666665,2.22
ThSeO,3.44,2.1399999999999997,2.4299999999999997,1.3,7.0,5.0,3.0,11.666666666666666,5.777777777777779,3.0,206.0,140.0,130.66666666666666,50.22222222222222,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,16.0,12.0,8.666666666666666,4.888888888888888,2.0,2.0,1.3333333333333333,0.888888888888889,8.0,4.0,2.6666666666666665,1.65
ThTeO,3.44,2.1399999999999997,2.28,1.3,7.0,5.0,3.0,11.666666666666666,5.777777777777779,3.0,206.0,140.0,136.66666666666666,47.111111111111114,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,16.0,12.0,8.666666666666666,4.888888888888888,2.0,2.0,1.3333333333333333,0.888888888888889,8.0,4.0,2.6666666666666665,1.45
Ti(Bi3O5)4,3.44,1.9,2.866060606060606,3.44,6.0,4.0,4.0,15.272727272727273,0.8815426997245178,16.0,160.0,94.0,98.66666666666667,39.595959595959606,2.0,2.0,2.0,2.0,4.0,3.515151515151515,0.5876951331496786,4.0,29.0,25.0,14.303030303030303,10.68870523415978,3.0,3.0,2.303030303030303,0.5068870523415978,8.0,2.5454545454545454,0.6611570247933884,3.09
Ti1C0.9,2.55,1.0099999999999998,2.018421052631579,1.54,4.0,2.0,4.0,8.73684210526316,4.986149584487534,4.0,160.0,84.0,120.21052631578948,41.88365650969529,2.0,2.0,2.0,2.0,2.0,0.9473684210526316,0.9972299168975071,4.0,4.0,0.0,4.0,0.0,4.0,4.0,1.8947368421052633,1.9944598337950141,8.0,6.105263157894737,1.9944598337950141,0.3
Ti6H2O13,3.44,1.9,2.779047619047619,3.44,4.0,3.0,1.0,11.142857142857142,6.013605442176871,16.0,160.0,129.0,89.52380952380952,40.27210884353741,1.0,2.0,1.9047619047619047,2.0,4.0,2.4761904761904763,1.8866213151927438,1.0,6.0,5.0,4.9523809523809526,1.2970521541950113,2.0,2.0,1.2380952380952381,0.9433106575963719,8.0,3.619047619047619,2.503401360544218,3.4
TiBi25O39,3.44,1.9,2.8646153846153846,3.44,6.0,4.0,4.0,15.430769230769231,0.6830769230769229,16.0,160.0,94.0,98.98461538461538,39.581538461538464,2.0,2.0,2.0,2.0,4.0,3.5538461538461537,0.5353846153846153,4.0,29.0,25.0,14.815384615384616,10.911242603550297,3.0,3.0,2.353846153846154,0.4970414201183432,8.0,2.476923076923077,0.5723076923076924,3.1
TiCoSb,2.05,0.5099999999999998,1.8233333333333333,1.54,5.0,1.0,4.0,9.333333333333334,3.777777777777778,4.0,160.0,34.0,141.66666666666666,12.22222222222222,2.0,2.0,2.0,2.0,3.0,1.0,1.3333333333333333,4.0,15.0,11.0,9.333333333333334,3.777777777777778,3.0,3.0,1.0,1.3333333333333333,8.0,4.666666666666667,2.2222222222222223,0.95
TiFe2Si,1.9,0.3599999999999999,1.775,1.83,4.0,1.0,4.0,8.5,2.75,8.0,160.0,49.0,133.75,13.125,2.0,2.0,2.0,2.0,2.0,0.5,0.75,4.0,8.0,4.0,6.0,2.0,4.0,4.0,1.0,1.5,8.0,5.0,1.5,0.4
TiNiSb,2.05,0.5099999999999998,1.8333333333333333,1.54,5.0,1.0,4.0,9.666666666666666,3.777777777777778,4.0,160.0,36.0,141.0,12.666666666666666,2.0,2.0,2.0,2.0,3.0,1.0,1.3333333333333333,4.0,15.0,11.0,9.666666666666666,3.777777777777778,3.0,3.0,1.0,1.3333333333333333,8.0,4.333333333333333,2.444444444444444,0.42
TiO2,3.44,1.9,2.8066666666666666,3.44,4.0,2.0,4.0,12.0,5.333333333333333,16.0,160.0,94.0,97.33333333333333,41.77777777777778,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,6.0,2.0,5.333333333333333,0.888888888888889,2.0,2.0,1.3333333333333333,0.888888888888889,8.0,4.0,2.6666666666666665,3.3
TiS2,2.58,1.04,2.2333333333333334,2.58,4.0,1.0,4.0,12.0,5.333333333333333,16.0,160.0,55.0,123.33333333333333,24.444444444444443,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,6.0,2.0,5.333333333333333,0.888888888888889,2.0,2.0,1.3333333333333333,0.888888888888889,8.0,4.0,2.6666666666666665,1.95
TiS3,2.58,1.04,2.3200000000000003,2.58,4.0,1.0,4.0,13.0,4.5,16.0,160.0,55.0,118.75,20.625,2.0,2.0,2.0,2.0,4.0,3.0,1.5,4.0,6.0,2.0,5.5,0.75,2.0,2.0,1.5,0.75,8.0,3.5,2.25,0.9
TiSe2,2.55,1.0099999999999998,2.2133333333333334,2.55,4.0,0.0,4.0,12.0,5.333333333333333,16.0,160.0,40.0,133.33333333333334,17.777777777777782,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,16.0,12.0,12.0,5.333333333333333,2.0,2.0,1.3333333333333333,0.888888888888889,8.0,4.0,2.6666666666666665,1.55
TiTe2,2.1,0.56,1.9133333333333333,2.1,5.0,1.0,4.0,12.0,5.333333333333333,16.0,160.0,22.0,145.33333333333334,9.77777777777778,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,4.0,16.0,12.0,12.0,5.333333333333333,2.0,2.0,1.3333333333333333,0.888888888888889,8.0,4.0,2.6666666666666665,1.0
TiTlPS5,2.58,1.04,2.28125,2.58,6.0,3.0,4.0,14.0,2.75,16.0,160.0,55.0,117.125,17.6875,2.0,2.0,2.0,2.0,4.0,3.0,1.25,4.0,27.0,23.0,8.25,4.6875,5.0,5.0,2.25,0.875,8.0,3.25,1.625,1.3
TiTlS2,2.58,1.04,2.08,2.58,6.0,3.0,4.0,12.25,4.125,16.0,160.0,55.0,128.75,23.75,2.0,2.0,2.0,2.0,4.0,2.25,1.75,4.0,27.0,23.0,10.75,8.125,5.0,5.0,2.25,1.375,8.0,4.25,2.25,1.0
TiTlSe2,2.55,1.0099999999999998,2.065,2.55,6.0,2.0,4.0,12.25,4.125,16.0,160.0,40.0,136.25,16.25,2.0,2.0,2.0,2.0,4.0,2.25,1.75,4.0,27.0,23.0,15.75,5.875,5.0,5.0,2.25,1.375,8.0,4.25,2.25,0.56
Tl0.001Te1Pb0.999,2.33,0.71,2.214645,2.1,6.0,1.0,13.0,14.999500000000001,1.0005,16.0,146.0,8.0,141.9995,3.9995,2.0,2.0,2.0,2.0,3.0,2.9995000000000003,1.0005,16.0,28.0,12.0,21.9995,5.9995,5.0,3.0,3.0004999999999997,1.0005,5.0,3.0004999999999997,1.0005,0.3
Tl0.005Te1Pb0.995,2.33,0.71,2.2132250000000004,2.1,6.0,1.0,13.0,14.9975,1.0025,16.0,146.0,8.0,141.9975,3.9975,2.0,2.0,2.0,2.0,3.0,2.9975,1.0025,16.0,28.0,12.0,21.997500000000002,5.9975000000000005,5.0,3.0,3.0025,1.0025,5.0,3.0025,1.0025,0.48
Tl0.01Te1Pb0.99,2.33,0.71,2.21145,2.1,6.0,1.0,13.0,14.995,1.005,16.0,146.0,8.0,141.995,3.995,2.0,2.0,2.0,2.0,3.0,2.995,1.005,16.0,28.0,12.0,21.994999999999997,5.994999999999999,5.0,3.0,3.005,1.005,5.0,3.005,1.005,0.59
Tl0.04Te1Pb0.96,2.33,0.71,2.2008,2.1,6.0,1.0,13.0,14.98,1.02,16.0,146.0,8.0,141.98000000000002,3.9799999999999995,2.0,2.0,2.0,2.0,3.0,2.98,1.02,16.0,28.0,12.0,21.979999999999997,5.98,5.0,3.0,3.02,1.02,5.0,3.02,1.02,0.57
Tl0.07Te1Pb0.93,2.33,0.71,2.19015,2.1,6.0,1.0,13.0,14.965,1.0350000000000001,16.0,146.0,8.0,141.965,3.965,2.0,2.0,2.0,2.0,3.0,2.9650000000000003,1.0350000000000001,16.0,28.0,12.0,21.965000000000003,5.965,5.0,3.0,3.035,1.0350000000000001,5.0,3.035,1.0350000000000001,0.54
Tl2.35Sb8.65Se14,2.55,0.9299999999999997,2.2895799999999995,2.55,6.0,2.0,13.0,15.372,0.7033600000000001,16.0,145.0,25.0,128.924,9.99488,2.0,2.0,2.0,2.0,3.0,3.3720000000000003,0.70336,15.0,27.0,12.0,16.688,1.938655999999999,5.0,3.0,2.628,0.7033600000000001,5.0,2.628,0.7033600000000001,0.6
Tl2BiP2S7,2.58,0.96,2.3083333333333336,2.58,6.0,3.0,13.0,15.25,0.875,16.0,148.0,43.0,115.58333333333333,15.20833333333333,2.0,2.0,2.0,2.0,3.0,3.25,0.875,5.0,29.0,24.0,11.25,8.208333333333334,5.0,3.0,2.75,0.875,5.0,2.75,0.875,1.8
Tl2Cu2SnS4,2.58,0.96,2.1466666666666665,2.58,6.0,3.0,11.0,14.0,1.7777777777777777,16.0,145.0,40.0,123.66666666666667,16.59259259259259,1.0,2.0,1.7777777777777777,2.0,4.0,2.2222222222222223,1.5802469135802468,6.0,27.0,21.0,12.666666666666666,6.666666666666667,5.0,5.0,2.4444444444444446,1.4814814814814816,5.0,2.6666666666666665,1.3333333333333333,1.4
Tl2GeTe3,2.1,0.48,1.925,2.1,6.0,2.0,13.0,14.666666666666666,1.3333333333333333,16.0,145.0,25.0,137.33333333333334,5.7777777777777715,2.0,2.0,2.0,2.0,3.0,2.6666666666666665,1.3333333333333333,14.0,27.0,13.0,19.333333333333332,5.111111111111111,5.0,3.0,3.3333333333333335,1.3333333333333333,5.0,3.3333333333333335,1.3333333333333333,0.36
Tl2Hg3S4,2.58,0.96,2.173333333333334,2.58,6.0,3.0,12.0,14.0,1.7777777777777777,16.0,145.0,40.0,122.88888888888889,15.901234567901234,2.0,2.0,2.0,2.0,4.0,2.0,1.7777777777777777,6.0,27.0,21.0,17.333333333333332,10.074074074074074,5.0,5.0,2.0,1.3333333333333333,5.0,2.0,1.3333333333333333,2.05
Tl2Hg3Se4,2.55,0.9299999999999997,2.1599999999999997,2.55,6.0,2.0,12.0,14.0,1.7777777777777777,16.0,145.0,25.0,129.55555555555554,8.49382716049383,2.0,2.0,2.0,2.0,4.0,2.0,1.7777777777777777,16.0,27.0,11.0,21.77777777777778,5.135802469135802,5.0,5.0,2.0,1.3333333333333333,5.0,2.0,1.3333333333333333,1.57
Tl2Hg3Te4,2.1,0.48,1.96,2.1,6.0,1.0,12.0,14.0,1.7777777777777777,16.0,145.0,13.0,137.55555555555554,3.7037037037037077,2.0,2.0,2.0,2.0,4.0,2.0,1.7777777777777777,16.0,27.0,11.0,21.77777777777778,5.135802469135802,5.0,5.0,2.0,1.3333333333333333,5.0,2.0,1.3333333333333333,0.9
Tl2InGaSe4,2.55,0.9299999999999997,2.12875,2.55,6.0,2.0,13.0,14.5,1.5,16.0,145.0,25.0,129.25,11.0625,2.0,2.0,2.0,2.0,3.0,2.5,1.5,13.0,27.0,14.0,18.0,4.5,5.0,3.0,3.5,1.5,5.0,3.5,1.5,2.05
Tl2InGaTe4,2.1,0.48,1.90375,2.1,6.0,2.0,13.0,14.5,1.5,16.0,145.0,23.0,138.25,4.3125,2.0,2.0,2.0,2.0,3.0,2.5,1.5,13.0,27.0,14.0,18.0,4.5,5.0,3.0,3.5,1.5,5.0,3.5,1.5,0.88
Tl2O3,3.44,1.8199999999999998,2.712,3.44,6.0,4.0,13.0,14.8,1.44,16.0,145.0,79.0,97.6,37.92,2.0,2.0,2.0,2.0,3.0,2.8,1.44,6.0,27.0,21.0,14.4,10.080000000000002,5.0,3.0,3.2,1.44,5.0,3.2,1.44,2.25
