composition,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum Row,MagpieData range Row,MagpieData minimum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,gap expt
NaSbTe2,2.1,1.17,1.795,2.1,5.0,2.0,1.0,12.0,5.5,16.0,166.0,28.0,145.25,10.375,1.0,2.0,1.75,2.0,4.0,2.75,1.375,1.0,16.0,15.0,12.0,5.5,3.0,3.0,1.75,0.875,3.0,2.0,0.5,0.47
K2PdSe10,2.55,1.73,2.256923076923077,2.55,5.0,1.0,1.0,13.23076923076923,4.260355029585799,16.0,203.0,83.0,134.23076923076923,21.893491124260354,0.0,2.0,1.6923076923076923,2.0,4.0,3.076923076923077,1.4201183431952662,1.0,16.0,15.0,13.23076923076923,4.260355029585799,2.0,2.0,1.5384615384615385,0.7100591715976331,2.0,1.6923076923076923,0.47337278106508873,1.48
Pb2SeN2O9,3.44,1.1099999999999999,3.1607142857142856,3.44,6.0,4.0,14.0,15.571428571428571,0.6122448979591838,16.0,146.0,80.0,82.0,23.714285714285715,2.0,2.0,2.0,2.0,2.0,3.5714285714285716,0.6122448979591837,5.0,28.0,23.0,9.714285714285714,6.1224489795918355,4.0,2.0,2.4285714285714284,0.6122448979591837,4.0,2.4285714285714284,0.6122448979591837,3.76
Rb2Hg(PSe3)2,2.55,1.73,2.12,2.55,6.0,3.0,1.0,12.727272727272727,4.3966942148760335,16.0,220.0,113.0,136.9090909090909,30.214876033057852,1.0,2.0,1.8181818181818181,2.0,4.0,2.727272727272727,1.487603305785124,1.0,26.0,25.0,12.181818181818182,6.677685950413223,3.0,3.0,1.6363636363636365,0.8925619834710744,3.0,1.8181818181818181,0.6280991735537191,2.32
AsBr3,2.96,0.7799999999999998,2.7649999999999997,2.96,4.0,0.0,15.0,16.5,0.75,17.0,120.0,1.0,119.75,0.375,2.0,2.0,2.0,2.0,2.0,4.5,0.75,15.0,17.0,2.0,16.5,0.75,3.0,2.0,1.5,0.75,3.0,1.5,0.75,2.6
CsInTe3O8,3.44,2.65,2.7992307692307694,3.44,6.0,4.0,1.0,14.615384615384615,2.3431952662721898,16.0,244.0,178.0,102.15384615384616,44.49704142011834,1.0,2.0,1.9230769230769231,2.0,4.0,3.4615384615384617,0.9112426035502957,1.0,16.0,15.0,8.461538461538462,4.177514792899408,5.0,5.0,2.076923076923077,0.4497041420118345,5.0,2.1538461538461537,0.43786982248520706,3.9
KB5PbO9,3.44,2.62,2.769375,3.44,6.0,4.0,1.0,14.0,2.25,16.0,203.0,137.0,85.1875,22.328125,1.0,2.0,1.9375,2.0,4.0,2.6875,1.4765625,1.0,28.0,27.0,6.125,2.734375,5.0,5.0,2.9375,1.421875,5.0,3.0,1.375,3.1
Ca2Bi2O5,3.44,2.44,2.582222222222222,3.44,6.0,4.0,2.0,12.666666666666666,4.740740740740741,16.0,176.0,110.0,108.66666666666667,47.40740740740741,2.0,2.0,2.0,2.0,4.0,2.888888888888889,1.2839506172839505,2.0,29.0,27.0,10.222222222222221,8.345679012345679,3.0,3.0,1.7777777777777777,0.7901234567901235,3.0,1.7777777777777777,0.7901234567901235,3.34
Bi1.8Sb0.2Te3,2.1,0.08000000000000007,2.0692,2.1,6.0,1.0,15.0,15.6,0.4800000000000001,16.0,148.0,10.0,141.64000000000001,4.579200000000005,2.0,2.0,2.0,2.0,1.0,3.6,0.4800000000000001,15.0,29.0,14.0,20.64,6.0192000000000005,3.0,1.0,2.4,0.4800000000000001,3.0,2.4,0.4800000000000001,0.15
CdBiClO2,3.44,1.75,2.75,3.44,6.0,4.0,12.0,15.2,1.36,16.0,148.0,82.0,105.2,32.64,2.0,2.0,2.0,2.0,5.0,3.2,1.3599999999999999,6.0,29.0,23.0,12.0,6.8,3.0,3.0,1.6,0.8800000000000001,3.0,1.6,0.8800000000000001,3.08
Yb(SbS2)2,2.58,1.32,2.2399999999999998,2.58,6.0,3.0,3.0,13.857142857142858,3.10204081632653,16.0,187.0,82.0,126.42857142857143,24.48979591836735,2.0,2.0,2.0,2.0,4.0,3.142857142857143,0.979591836734694,6.0,16.0,10.0,10.0,4.571428571428571,3.0,3.0,2.0,0.5714285714285714,3.0,2.0,0.5714285714285714,1.12
SrIn2(GeIr)4,2.2,1.2500000000000002,1.9409090909090911,2.01,6.0,2.0,2.0,10.909090909090908,3.0082644628099175,9.0,195.0,75.0,138.45454545454547,13.421487603305781,2.0,2.0,2.0,2.0,2.0,0.9090909090909091,0.8264462809917354,2.0,23.0,21.0,16.0,5.090909090909091,5.0,5.0,2.3636363636363638,2.1487603305785123,5.0,3.4545454545454546,0.9586776859504131,0.25
CsAgSb4S7,2.58,1.79,2.229230769230769,2.58,6.0,3.0,1.0,14.153846153846153,2.508875739644971,16.0,244.0,139.0,129.23076923076923,26.09467455621302,1.0,2.0,1.8461538461538463,2.0,4.0,3.076923076923077,0.9940828402366864,1.0,15.0,14.0,8.76923076923077,4.177514792899408,3.0,3.0,2.0,0.6153846153846154,3.0,2.1538461538461537,0.5207100591715975,2.04
Si0.162Ge0.838,2.01,0.10999999999999988,1.9921799999999998,2.01,4.0,1.0,14.0,14.0,0.0,14.0,120.0,9.0,118.542,2.443607999999999,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,14.0,10.0,12.379999999999999,2.7151200000000006,4.0,0.0,4.0,0.0,4.0,4.0,0.0,1.32
Ho2S3,2.58,1.35,2.04,2.58,6.0,3.0,3.0,10.8,6.24,16.0,192.0,87.0,139.8,41.760000000000005,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,6.0,13.0,7.0,8.8,3.3600000000000003,2.0,2.0,1.2,0.9600000000000002,3.0,2.4,0.48,0.5
EuSnTe2,2.1,0.915,1.8362500000000002,2.1,6.0,1.0,3.0,12.25,4.625,16.0,198.0,60.0,153.25,22.375,2.0,2.0,2.0,2.0,4.0,2.5,1.5,9.0,16.0,7.0,13.75,2.375,4.0,4.0,2.0,1.0,7.0,3.75,1.75,0.6
Bi0.04Te0.06Pb0.98Se0.98,2.55,0.5299999999999998,2.421941747572815,2.33,6.0,2.0,14.0,15.029126213592233,0.9802997454991045,14.0,148.0,28.0,133.4368932038835,12.784616834762936,2.0,2.0,2.0,2.0,2.0,3.029126213592233,0.9802997454991045,16.0,29.0,13.0,21.961165048543688,6.0190404373645015,4.0,2.0,2.970873786407767,0.9802997454991045,4.0,2.970873786407767,0.9802997454991045,0.28
RbSbTe2,2.1,1.2800000000000002,1.7675,2.1,5.0,0.0,1.0,12.0,5.5,16.0,220.0,82.0,158.75,30.625,1.0,2.0,1.75,2.0,4.0,2.75,1.375,1.0,16.0,15.0,12.0,5.5,3.0,3.0,1.75,0.875,3.0,2.0,0.5,0.38
Cs2P2PdSe6,2.55,1.7599999999999998,2.132727272727273,2.55,6.0,3.0,1.0,12.545454545454545,4.661157024793389,16.0,244.0,137.0,141.9090909090909,37.123966942148755,0.0,2.0,1.6363636363636365,2.0,4.0,2.727272727272727,1.487603305785124,1.0,16.0,15.0,10.727272727272727,5.75206611570248,3.0,3.0,1.6363636363636365,0.8925619834710744,3.0,1.8181818181818181,0.6280991735537191,1.6
Na2Hg3(GeS4)2,2.58,1.65,2.1679999999999997,2.58,6.0,3.0,1.0,12.933333333333334,3.5555555555555554,16.0,166.0,61.0,120.53333333333333,16.711111111111112,1.0,2.0,1.8666666666666667,2.0,4.0,2.4,1.7066666666666668,1.0,26.0,25.0,10.4,7.2,4.0,4.0,1.6,1.0666666666666667,4.0,1.7333333333333334,0.8888888888888888,2.68
Bi2Mo2Se2O13,3.44,1.42,3.062105263157895,3.44,6.0,4.0,6.0,14.842105263157896,1.8614958448753456,16.0,154.0,88.0,89.57894736842105,32.26592797783933,1.0,2.0,1.894736842105263,2.0,4.0,3.473684210526316,0.8310249307479223,6.0,29.0,23.0,9.473684210526315,5.484764542936287,3.0,3.0,1.894736842105263,0.3988919667590029,6.0,2.526315789473684,0.8310249307479223,3.15
Eu(SbS2)2,2.58,1.395,2.2292857142857145,2.58,6.0,3.0,3.0,13.857142857142858,3.10204081632653,16.0,198.0,93.0,128.0,26.285714285714285,2.0,2.0,2.0,2.0,4.0,3.142857142857143,0.979591836734694,6.0,15.0,9.0,9.0,3.4285714285714284,3.0,3.0,2.0,0.5714285714285714,7.0,3.0,1.1428571428571428,1.2
Pr1Te1.9,2.1,0.9700000000000002,1.76551724137931,2.1,6.0,1.0,3.0,11.517241379310345,5.873959571938169,16.0,203.0,65.0,160.41379310344828,29.36979785969085,2.0,2.0,2.0,2.0,4.0,2.6206896551724137,1.807372175980975,5.0,16.0,11.0,12.206896551724137,4.970273483947682,2.0,2.0,1.3103448275862069,0.9036860879904876,11.0,5.103448275862069,4.066587395957193,1.0
Tl0.04Te1Pb0.96,2.33,0.71,2.2008,2.1,6.0,1.0,13.0,14.98,1.02,16.0,146.0,8.0,141.98000000000002,3.9799999999999995,2.0,2.0,2.0,2.0,3.0,2.98,1.02,16.0,28.0,12.0,21.979999999999997,5.98,5.0,3.0,3.02,1.02,5.0,3.02,1.02,0.57
Zn0.15Ga0.85As0.85Se0.15,2.55,0.8999999999999999,2.0107500000000003,1.81,4.0,0.0,12.0,13.999999999999998,1.15,13.0,122.0,3.0,120.57499999999999,1.425,2.0,2.0,2.0,2.0,4.0,2.0,1.15,12.0,16.0,4.0,13.999999999999998,1.15,5.0,5.0,3.55,1.2325,5.0,3.55,1.2325,1.47
BaGa2SiSe6,2.55,1.6599999999999997,2.1710000000000003,2.55,6.0,3.0,2.0,13.8,2.6799999999999997,16.0,215.0,104.0,129.0,17.2,2.0,2.0,2.0,2.0,4.0,2.8,1.44,2.0,16.0,14.0,12.8,3.9199999999999995,5.0,5.0,2.6,1.2400000000000002,5.0,2.6,1.2400000000000002,2.88
Ba(GaSe2)2,2.55,1.6599999999999997,2.1014285714285714,2.55,6.0,2.0,2.0,13.142857142857142,3.2653061224489797,16.0,215.0,95.0,134.14285714285714,23.10204081632653,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,16.0,14.0,13.142857142857142,3.2653061224489797,5.0,5.0,2.5714285714285716,1.3877551020408165,5.0,2.5714285714285716,1.3877551020408165,3.16
LaInS2O,3.44,2.34,2.296,2.58,6.0,4.0,3.0,12.8,3.9199999999999995,16.0,207.0,141.0,125.0,39.6,2.0,2.0,2.0,2.0,4.0,2.6,1.6800000000000002,3.0,13.0,10.0,6.8,2.4799999999999995,5.0,5.0,2.2,1.12,9.0,4.0,2.4,2.73
Pr2S3,2.58,1.4500000000000002,2.0,2.58,6.0,3.0,3.0,10.8,6.24,16.0,203.0,98.0,144.2,47.04,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,5.0,6.0,1.0,5.6,0.4800000000000001,2.0,2.0,1.2,0.9600000000000002,11.0,5.6,4.32,2.6
KSb,2.05,1.23,1.4349999999999998,0.82,5.0,1.0,1.0,8.0,7.0,1.0,203.0,64.0,171.0,32.0,1.0,2.0,1.5,1.0,3.0,1.5,1.5,1.0,15.0,14.0,8.0,7.0,3.0,3.0,1.5,1.5,3.0,2.0,1.0,0.9
CsB3O5,3.44,2.65,2.678888888888889,3.44,6.0,4.0,1.0,13.333333333333334,2.962962962962963,16.0,244.0,178.0,91.77777777777777,33.82716049382716,1.0,2.0,1.8888888888888888,2.0,4.0,2.5555555555555554,1.6049382716049383,1.0,6.0,5.0,4.444444444444445,1.728395061728395,5.0,5.0,2.7777777777777777,1.4814814814814814,5.0,2.888888888888889,1.4074074074074074,7.42
KNbSe2O7,3.44,2.62,2.8727272727272726,3.44,5.0,3.0,1.0,13.636363636363637,3.8677685950413223,16.0,203.0,137.0,97.18181818181819,39.68595041322314,1.0,2.0,1.8181818181818181,2.0,4.0,3.272727272727273,1.190082644628099,1.0,16.0,15.0,7.2727272727272725,3.173553719008264,2.0,2.0,1.6363636363636365,0.5950413223140495,7.0,2.3636363636363638,0.8429752066115703,4.0
TiTlSe2,2.55,1.0099999999999998,2.065,2.55,6.0,2.0,4.0,12.25,4.125,16.0,160.0,40.0,136.25,16.25,2.0,2.0,2.0,2.0,4.0,2.25,1.75,4.0,27.0,23.0,15.75,5.875,5.0,5.0,2.25,1.375,8.0,4.25,2.25,0.56
K6Ta2.93Nb1.07S22,2.58,1.7600000000000002,2.11834375,2.58,6.0,3.0,1.0,11.8125,5.7578125,16.0,203.0,98.0,131.299375,36.161640625,1.0,2.0,1.7790625,2.0,4.0,2.75,1.71875,1.0,19.0,18.0,6.219374999999999,2.3404519531249997,2.0,2.0,1.375,0.859375,7.0,2.4375,1.140625,1.88
Na7(CoO3)2,3.44,2.51,2.0606666666666666,0.93,4.0,2.0,1.0,8.066666666666666,6.595555555555555,1.0,166.0,100.0,120.66666666666667,43.733333333333334,1.0,2.0,1.5333333333333334,1.0,4.0,1.6,1.9200000000000002,1.0,9.0,8.0,4.066666666666666,2.8622222222222224,2.0,2.0,0.8,0.9600000000000001,3.0,1.6666666666666667,0.6222222222222222,0.5
SrMgSnSe4,2.55,1.5999999999999999,2.0599999999999996,2.55,5.0,2.0,2.0,11.714285714285714,5.551020408163266,16.0,195.0,75.0,136.42857142857142,18.77551020408163,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.6326530612244898,2.0,16.0,14.0,11.714285714285714,5.551020408163266,4.0,4.0,1.7142857142857142,0.9795918367346939,4.0,1.7142857142857142,0.9795918367346939,2.0
Cd0.75In2.1Ag0.2Te4,2.1,0.41000000000000014,1.956241134751773,2.1,5.0,0.0,11.0,14.53900709219858,1.6578642925406166,16.0,145.0,7.0,140.02836879432624,2.3016950857602736,1.0,2.0,1.9716312056737588,2.0,4.0,2.5673758865248226,1.6256727528796338,11.0,16.0,5.0,14.53900709219858,1.6578642925406166,5.0,5.0,2.6241134751773045,1.4154217594688392,5.0,2.6524822695035457,1.3985212011468233,0.54
YCuO2,3.44,2.2199999999999998,2.5,3.44,5.0,3.0,3.0,11.5,4.5,16.0,190.0,124.0,113.5,47.5,1.0,2.0,1.75,2.0,4.0,2.0,2.0,3.0,11.0,8.0,6.5,2.25,2.0,2.0,1.0,1.0,9.0,3.5,2.75,3.5
Ba2GaBiTe5,2.1,1.21,1.79,2.1,6.0,2.0,2.0,12.444444444444445,4.6419753086419755,16.0,215.0,93.0,154.44444444444446,26.913580246913586,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.5555555555555558,2.0,29.0,27.0,14.0,5.555555555555555,5.0,5.0,2.0,0.8888888888888888,5.0,2.0,0.8888888888888888,1.43
Sm2Se3,2.55,1.38,1.9979999999999998,2.55,6.0,2.0,3.0,10.8,6.24,16.0,198.0,78.0,151.2,37.44,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,8.0,16.0,8.0,12.8,3.84,2.0,2.0,1.2,0.9600000000000002,8.0,4.4,2.88,2.3
Ba3Sb2S7,2.58,1.69,2.069166666666667,2.58,6.0,3.0,2.0,12.333333333333334,5.166666666666666,16.0,215.0,110.0,138.16666666666666,38.69444444444444,2.0,2.0,2.0,2.0,4.0,2.8333333333333335,1.4166666666666667,2.0,15.0,13.0,6.5,2.8333333333333335,3.0,3.0,1.6666666666666667,0.8333333333333334,3.0,1.6666666666666667,0.8333333333333334,2.4
CeTaN2O,3.44,2.32,2.428,3.04,6.0,4.0,3.0,10.8,5.4399999999999995,15.0,204.0,138.0,116.4,56.48,2.0,2.0,2.0,2.0,4.0,2.0,1.6,4.0,19.0,15.0,7.8,4.48,3.0,3.0,1.6,1.28,22.0,7.4,5.840000000000001,1.9
As2Os,2.2,0.020000000000000018,2.186666666666667,2.18,6.0,2.0,8.0,12.666666666666666,3.111111111111111,15.0,144.0,25.0,127.33333333333333,11.111111111111109,2.0,2.0,2.0,2.0,3.0,2.0,1.3333333333333333,15.0,22.0,7.0,17.333333333333332,3.1111111111111107,3.0,3.0,2.0,1.3333333333333333,4.0,3.3333333333333335,0.4444444444444445,0.9
Fe4H15(IO8)3,3.44,1.6099999999999999,2.8447826086956525,3.44,5.0,4.0,1.0,10.478260869565217,6.612476370510397,16.0,139.0,108.0,65.08695652173913,22.230623818525522,1.0,2.0,1.673913043478261,2.0,5.0,2.4130434782608696,1.993383742911153,1.0,17.0,16.0,5.260869565217392,2.7788279773156903,2.0,2.0,1.108695652173913,0.9300567107750473,4.0,1.7826086956521738,0.612476370510397,2.3
Zr1.33Ta0.67N1.97O1.38,3.44,2.11,2.5252149532710284,3.04,6.0,4.0,4.0,11.271028037383179,5.185815355052844,15.0,175.0,109.0,107.96261682242992,48.86907153463185,2.0,2.0,2.0,2.0,4.0,2.1364485981308414,1.5973447462660495,4.0,19.0,15.0,6.762616822429907,3.0650641977465285,3.0,3.0,1.6205607476635515,1.2116342038605992,8.0,4.4859813084112155,2.3768364049261947,2.31
Dy1Te1.7,2.1,0.8800000000000001,1.774074074074074,2.1,6.0,1.0,3.0,11.185185185185183,6.063100137174212,16.0,192.0,54.0,158.0,25.185185185185183,2.0,2.0,2.0,2.0,4.0,2.518518518518518,1.8655692729766804,12.0,16.0,4.0,14.518518518518519,1.86556927297668,2.0,2.0,1.259259259259259,0.9327846364883402,4.0,2.7407407407407405,0.93278463648834,0.35
LiTaO3,3.44,2.46,2.56,3.44,6.0,4.0,1.0,10.8,6.24,16.0,170.0,104.0,99.2,39.839999999999996,1.0,2.0,1.8,2.0,4.0,2.4,1.9200000000000004,1.0,19.0,18.0,7.6,4.56,2.0,2.0,1.2,0.9600000000000002,7.0,2.8,1.6799999999999997,4.1
Sc2S3,2.58,1.22,2.092,2.58,4.0,1.0,3.0,10.8,6.24,16.0,170.0,65.0,131.0,31.2,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,6.0,3.0,4.8,1.44,2.0,2.0,1.2,0.9600000000000002,9.0,4.8,3.3599999999999994,2.0
In0.4Ga0.6P1,2.19,0.4099999999999999,1.994,2.19,5.0,2.0,13.0,14.0,1.0,15.0,142.0,35.0,118.5,11.5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,13.0,8.0,9.0,4.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,2.05
Zn0.3Ga0.7P0.7S0.3,2.58,0.9300000000000002,2.0345,1.81,4.0,1.0,12.0,14.0,1.2999999999999998,13.0,122.0,17.0,114.19999999999999,7.8,2.0,2.0,2.0,2.0,4.0,2.0,1.2999999999999998,5.0,13.0,8.0,9.0,3.7,5.0,5.0,3.0999999999999996,1.3299999999999998,5.0,3.0999999999999996,1.3299999999999998,2.3
CuBS2,2.58,0.6800000000000002,2.275,2.58,4.0,2.0,11.0,14.0,2.0,16.0,132.0,48.0,106.5,12.75,1.0,2.0,1.75,2.0,4.0,2.25,1.75,3.0,11.0,8.0,6.5,2.25,5.0,5.0,2.25,1.375,5.0,2.5,1.25,3.61
YN,3.04,1.82,2.13,1.22,5.0,3.0,3.0,9.0,6.0,3.0,190.0,119.0,130.5,59.5,2.0,2.0,2.0,2.0,3.0,1.5,1.5,3.0,5.0,2.0,4.0,1.0,3.0,3.0,1.5,1.5,9.0,6.0,3.0,1.9
TlCr5Se8,2.55,0.9299999999999997,2.1657142857142855,2.55,6.0,2.0,6.0,12.214285714285714,4.438775510204082,16.0,145.0,25.0,128.57142857142858,9.79591836734694,1.0,2.0,1.6428571428571428,2.0,4.0,2.357142857142857,1.8775510204081631,6.0,27.0,21.0,13.214285714285714,5.153061224489796,5.0,5.0,1.5,1.0714285714285714,6.0,3.642857142857143,1.8775510204081631,0.67
CuHg(SeO3)2,3.44,1.54,2.964,3.44,6.0,4.0,11.0,15.1,1.4400000000000002,16.0,132.0,66.0,90.0,28.8,1.0,2.0,1.9,2.0,4.0,3.2,1.2799999999999998,6.0,26.0,20.0,10.5,5.4,2.0,2.0,1.6,0.6399999999999999,2.0,1.7,0.4800000000000001,3.25
V3Cd4(TeO5)3,3.44,1.81,2.782,3.44,5.0,3.0,5.0,14.04,2.8224,16.0,153.0,87.0,97.56,37.872,2.0,2.0,2.0,2.0,4.0,2.88,1.6128,5.0,16.0,11.0,8.04,3.1776,2.0,2.0,1.44,0.8064,7.0,2.28,1.1328,2.66
HgS,2.58,0.5800000000000001,2.29,2.0,6.0,3.0,12.0,14.0,2.0,12.0,132.0,27.0,118.5,13.5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,26.0,20.0,16.0,10.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.1
Ba5Ga6SnP12,2.19,1.2999999999999998,1.8145833333333332,2.19,6.0,3.0,2.0,11.75,4.0625,15.0,215.0,108.0,134.58333333333334,33.87500000000001,2.0,2.0,2.0,2.0,3.0,1.8333333333333333,1.1805555555555556,2.0,14.0,12.0,6.75,3.7291666666666665,5.0,5.0,2.9166666666666665,1.2152777777777777,5.0,2.9166666666666665,1.2152777777777777,1.21
YbSb,2.05,0.7899999999999998,1.6549999999999998,1.26,6.0,1.0,3.0,9.0,6.0,3.0,187.0,48.0,163.0,24.0,2.0,2.0,2.0,2.0,3.0,1.5,1.5,15.0,16.0,1.0,15.5,0.5,3.0,3.0,1.5,1.5,3.0,1.5,1.5,1.0
OsS2,2.58,0.3799999999999999,2.4533333333333336,2.58,6.0,3.0,8.0,13.333333333333334,3.5555555555555554,16.0,144.0,39.0,118.0,17.333333333333332,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,6.0,22.0,16.0,11.333333333333334,7.111111111111112,2.0,2.0,1.3333333333333333,0.888888888888889,4.0,2.6666666666666665,0.8888888888888888,2.0
Rb2TeBr6,2.96,2.14,2.388888888888889,2.96,5.0,1.0,1.0,13.333333333333334,5.481481481481481,17.0,220.0,100.0,144.22222222222223,33.67901234567901,1.0,2.0,1.7777777777777777,2.0,5.0,3.7777777777777777,1.6790123456790123,1.0,17.0,16.0,13.333333333333334,5.481481481481481,2.0,2.0,0.8888888888888888,0.39506172839506176,2.0,1.1111111111111112,0.1975308641975309,2.14
Tl2Te3As2Se,2.55,0.9299999999999997,2.0562500000000004,2.1,6.0,2.0,13.0,15.0,1.0,16.0,145.0,26.0,132.75,10.0625,2.0,2.0,2.0,2.0,3.0,3.0,1.0,15.0,27.0,12.0,18.5,4.25,5.0,3.0,3.0,1.0,5.0,3.0,1.0,0.67
In0.1Ga0.9As0.9P0.1,2.19,0.4099999999999999,1.994,1.81,5.0,2.0,13.0,14.0,1.0,13.0,142.0,35.0,120.9,3.1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,15.0,10.0,13.5,1.35,5.0,2.0,4.0,1.0,5.0,4.0,1.0,1.6
Pb1Se0.01S0.99,2.58,0.25,2.4548500000000004,2.33,6.0,3.0,14.0,15.0,1.0,14.0,146.0,41.0,125.57499999999999,20.425,2.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,28.0,22.0,17.05,10.95,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.37
Ga2PbSe4,2.55,0.7399999999999998,2.307142857142857,2.55,6.0,2.0,13.0,14.857142857142858,1.3061224489795917,16.0,146.0,26.0,124.28571428571429,6.2040816326530654,2.0,2.0,2.0,2.0,3.0,2.857142857142857,1.3061224489795917,13.0,28.0,15.0,16.857142857142858,3.1836734693877555,5.0,3.0,3.142857142857143,1.3061224489795917,5.0,3.142857142857143,1.3061224489795917,1.83
LiCl,3.16,2.18,2.0700000000000003,0.98,3.0,1.0,1.0,9.0,8.0,1.0,128.0,26.0,115.0,13.0,1.0,2.0,1.5,1.0,5.0,2.5,2.5,1.0,7.0,6.0,4.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,9.33
Si0.1Ge0.9,2.01,0.10999999999999988,1.9989999999999999,2.01,4.0,1.0,14.0,14.0,0.0,14.0,120.0,9.0,119.1,1.6200000000000045,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,14.0,10.0,13.0,1.8,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.8
Ba5Cd(Ga2Se5)3,2.55,1.6599999999999997,2.0462962962962963,2.55,6.0,2.0,2.0,12.592592592592593,3.9670781893004112,16.0,215.0,95.0,138.92592592592592,28.551440329218106,2.0,2.0,2.0,2.0,4.0,2.4444444444444446,1.728395061728395,2.0,16.0,14.0,12.592592592592593,3.9670781893004112,5.0,5.0,2.2222222222222223,1.2345679012345678,5.0,2.2222222222222223,1.2345679012345678,2.6
In5AgS8,2.58,0.8,2.2478571428571428,2.58,5.0,2.0,11.0,14.571428571428571,1.6326530612244898,16.0,145.0,40.0,121.07142857142857,18.36734693877551,1.0,2.0,1.9285714285714286,2.0,4.0,2.642857142857143,1.5510204081632655,6.0,13.0,7.0,8.857142857142858,3.2653061224489797,5.0,5.0,2.9285714285714284,1.4795918367346939,5.0,3.0,1.4285714285714286,1.76
PrLuSe3,2.55,1.42,2.01,2.55,6.0,2.0,3.0,10.8,6.24,16.0,203.0,83.0,150.0,36.0,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,5.0,17.0,12.0,14.0,3.6,2.0,2.0,1.2,0.9600000000000002,11.0,5.2,3.8400000000000007,1.56
In0.2Ga0.8As0.8P0.2,2.19,0.4099999999999999,1.9930000000000003,1.81,5.0,2.0,13.0,14.0,1.0,13.0,142.0,35.0,121.30000000000001,4.7,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,15.0,10.0,13.0,1.6,5.0,2.0,4.0,1.0,5.0,4.0,1.0,1.58
Ba7Ga5AgS15,2.58,1.69,1.9967857142857144,2.58,6.0,3.0,2.0,11.785714285714286,4.948979591836734,16.0,215.0,110.0,136.96428571428572,39.59183673469388,1.0,2.0,1.9642857142857142,2.0,4.0,2.3214285714285716,1.7984693877551021,2.0,13.0,11.0,6.428571428571429,2.673469387755102,5.0,5.0,1.9642857142857142,1.1224489795918369,5.0,2.0,1.0714285714285714,2.6
Sb2PbSe4,2.55,0.5,2.3757142857142854,2.55,6.0,2.0,14.0,15.428571428571429,0.6530612244897959,16.0,146.0,26.0,129.14285714285714,10.448979591836734,2.0,2.0,2.0,2.0,2.0,3.4285714285714284,0.6530612244897959,15.0,28.0,13.0,17.428571428571427,3.020408163265305,4.0,2.0,2.5714285714285716,0.6530612244897959,4.0,2.5714285714285716,0.6530612244897959,1.8
BaGa2GeS6,2.58,1.69,2.2,2.58,6.0,3.0,2.0,13.8,2.6799999999999997,16.0,215.0,110.0,120.9,19.26,2.0,2.0,2.0,2.0,4.0,2.8,1.44,2.0,14.0,12.0,7.8,3.3199999999999994,5.0,5.0,2.6,1.2400000000000002,5.0,2.6,1.2400000000000002,3.23
FeAgSe2,2.55,0.7199999999999998,2.215,2.55,5.0,1.0,8.0,12.75,3.25,16.0,145.0,25.0,129.25,9.25,1.0,2.0,1.75,2.0,4.0,2.0,2.0,8.0,16.0,8.0,12.75,3.25,2.0,2.0,1.0,1.0,4.0,2.25,0.875,0.23
