composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData avg_dev Column,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,is_metal
Li2Ga,3.0,31.0,28.0,12.333333333333334,12.444444444444443,3.0,1.0,74.0,25.333333333333332,32.44444444444445,1.0,302.91,453.69,150.77999999999997,403.43,67.01333333333332,453.69,5.333333333333333,122.0,128.0,6.0,126.0,2.6666666666666665,128.0,1.81,0.8300000000000001,1.2566666666666666,0.98,2.0,1.3333333333333333,1.0,1.0,13.0,12.0,5.0,5.333333333333333,1.0,5.0,2.3333333333333335,16.5933333333,18.8575,17.348055555533332,1.0062962963111122,16.5933333333,64.0,229.0,True
SrSe,34.0,38.0,4.0,36.0,2.0,34.0,8.0,89.0,48.5,40.5,8.0,494.0,1050.0,556.0,772.0,278.0,494.0,7.0,120.0,195.0,75.0,157.5,37.5,120.0,2.55,1.5999999999999999,1.75,0.95,2.0,2.0,2.0,2.0,16.0,14.0,9.0,7.0,2.0,2.0,1.0,25.92,54.23,40.075,14.154999999999998,25.92,14.0,225.0,False
Yb2Ge2Ir,32.0,77.0,45.0,56.2,19.36,32.0,39.0,79.0,59.2,16.16,39.0,1092.0,2739.0,1647.0,1469.16,507.93600000000004,1092.0,4.4799999999999995,120.0,187.0,67.0,151.0,28.8,120.0,2.2,0.9400000000000002,1.7479999999999998,1.26,2.0,2.0,2.0,14.0,23.0,9.0,16.6,2.560000000000001,14.0,4.0,2.2,14.21,34.12,25.692,6.742399999999999,23.005,225.0,225.0,True
KTa3(TeO6)2,8.0,73.0,65.0,24.333333333333332,22.37037037037037,8.0,3.0,90.0,76.16666666666667,17.518518518518515,87.0,54.8,3290.0,3235.2,683.8583333333333,877.3364814814814,54.8,4.148148148148148,66.0,203.0,137.0,98.94444444444444,43.92592592592593,66.0,3.44,2.62,2.822222222222222,3.44,2.0,1.9444444444444444,2.0,1.0,19.0,18.0,9.0,4.888888888888889,6.0,7.0,2.7777777777777777,9.105,73.1066666667,17.01407407407222,10.54543209876296,9.105,12.0,229.0,False
InHg7S6Cl5,16.0,80.0,64.0,41.578947368421055,29.091412742382275,80.0,71.0,94.0,82.63157894736842,9.373961218836564,71.0,171.6,429.75,258.15,276.7447368421052,86.5996675900277,234.32,2.1108033240997233,102.0,142.0,40.0,116.10526315789474,14.437673130193906,132.0,3.16,1.3800000000000001,2.476842105263158,2.0,2.0,2.0,2.0,6.0,26.0,20.0,14.0,8.842105263157896,26.0,5.0,1.1578947368421053,24.26,25.786875,25.164834392015788,0.4464743528520785,25.2375862069,64.0,166.0,False
Th2CrN3,7.0,90.0,83.0,37.5,35.0,7.0,16.0,82.0,54.5,27.5,82.0,63.05,2180.0,2116.95,1069.1916666666666,1006.1416666666668,63.05,5.5,71.0,206.0,135.0,127.33333333333333,56.333333333333336,71.0,3.04,1.74,2.23,3.04,2.0,1.8333333333333333,2.0,4.0,6.0,2.0,4.833333333333333,0.5555555555555557,5.0,8.0,5.166666666666667,11.19,32.37,20.039375,8.220416666666665,14.76875,194.0,229.0,True
Sm(MnGe)2,25.0,62.0,37.0,35.2,10.720000000000002,25.0,23.0,79.0,57.0,17.6,52.0,1211.4,1519.0,307.5999999999999,1361.16,126.27199999999998,1211.4,4.0,120.0,198.0,78.0,143.2,21.919999999999995,120.0,2.01,0.8399999999999999,1.658,1.55,2.0,2.0,2.0,7.0,14.0,7.0,10.0,3.2,7.0,8.0,5.2,10.4875862069,33.23,20.04303448276,7.644358620688,10.4875862069,166.0,225.0,True
CoMoP2,15.0,42.0,27.0,24.75,9.75,15.0,50.0,83.0,68.5,14.5,83.0,317.3,2896.0,2578.7,1324.65,1007.35,317.3,3.75,107.0,154.0,47.0,123.5,16.5,107.0,2.19,0.31000000000000005,2.105,2.19,2.0,1.75,2.0,5.0,9.0,4.0,6.25,1.375,5.0,6.0,3.75,10.245,22.5702380952,17.7688690476,4.801369047600001,22.5702380952,2.0,229.0,True
In0.5Ga0.5As1,31.0,49.0,18.0,36.5,6.25,33.0,74.0,84.0,79.25,4.75,84.0,302.91,1090.0,787.0899999999999,728.165,361.835,1090.0,1.0,119.0,142.0,23.0,125.5,8.25,119.0,2.18,0.40000000000000013,1.9875,2.18,2.0,2.0,2.0,13.0,15.0,2.0,14.0,1.0,15.0,5.0,4.0,18.8575,24.26,21.866875,1.5046875000000002,22.175,64.0,166.0,False
Li3Mn(NiO3)2,3.0,28.0,25.0,11.5,7.75,8.0,1.0,87.0,58.25,29.666666666666668,87.0,54.8,1728.0,1673.2,555.4058333333334,551.46375,54.8,5.5,66.0,139.0,73.0,97.25,31.25,66.0,3.44,2.46,2.4125,3.44,2.0,1.75,2.0,1.0,10.0,9.0,5.5,2.25,6.0,5.0,2.0,9.105,16.5933333333,11.294798850566666,2.649267241366666,9.105,12.0,229.0,True
YbCe2CuSe5,29.0,70.0,41.0,42.77777777777778,12.814814814814817,34.0,15.0,89.0,64.22222222222223,27.530864197530864,89.0,494.0,1357.77,863.77,784.6411111111112,322.9345679012346,494.0,5.432098765432098,120.0,204.0,84.0,147.44444444444446,33.92592592592593,120.0,2.55,1.4299999999999997,2.0166666666666666,2.55,2.0,1.8888888888888888,2.0,4.0,16.0,12.0,12.777777777777779,4.296296296296296,16.0,22.0,6.111111111111111,11.07,37.24,27.69666666666667,5.668888888888889,25.92,14.0,225.0,False
In0.1Ga0.9As0.9P0.1,15.0,49.0,34.0,32.0,2.6,31.0,74.0,84.0,79.00000000000001,4.9,74.0,302.91,1090.0,787.0899999999999,664.162,383.25419999999997,302.91,1.0,107.0,142.0,35.0,120.9,3.1,119.0,2.19,0.4099999999999999,1.994,1.81,2.0,2.0,2.0,5.0,15.0,10.0,13.5,1.35,13.0,5.0,4.0,18.8575,24.26,20.80613690476,1.7537732142839997,18.8575,2.0,166.0,False
CsSb(SO4)2,8.0,55.0,47.0,16.833333333333332,12.055555555555555,8.0,5.0,88.0,80.16666666666667,12.527777777777773,87.0,54.8,903.78,848.98,201.70749999999998,195.87666666666664,54.8,2.277777777777778,66.0,244.0,178.0,93.41666666666667,36.55555555555555,66.0,3.44,2.65,2.9599999999999995,3.44,2.0,1.9166666666666667,2.0,1.0,15.0,14.0,6.333333333333333,1.444444444444444,6.0,3.0,2.0,9.105,115.765,22.644895833333333,18.053194444444443,9.105,12.0,229.0,False
CsK2Sb,19.0,55.0,36.0,36.0,17.0,19.0,3.0,85.0,24.0,30.5,3.0,301.59,903.78,602.19,469.60749999999996,217.08625,336.53,5.25,139.0,244.0,105.0,197.25,29.125,203.0,2.05,1.2599999999999998,1.1199999999999999,0.82,2.0,1.25,1.0,1.0,15.0,14.0,4.5,5.25,1.0,3.0,1.5,31.56,115.765,73.38458333335,21.190208333325,73.1066666667,166.0,229.0,False
CaTiO2,8.0,22.0,14.0,14.5,6.5,8.0,7.0,87.0,56.0,31.0,87.0,54.8,1941.0,1886.2,791.4,736.5999999999999,54.8,6.5,66.0,176.0,110.0,117.0,51.0,66.0,3.44,2.44,2.355,3.44,2.0,2.0,2.0,2.0,6.0,4.0,4.5,1.5,6.0,8.0,3.0,9.105,37.77,18.167500000000004,9.801250000000003,9.105,12.0,225.0,True
Nd5Ge3,32.0,60.0,28.0,49.5,13.125,60.0,19.0,79.0,41.5,28.125,19.0,1211.4,1294.0,82.59999999999991,1263.025,38.71874999999994,1294.0,5.15625,120.0,201.0,81.0,170.625,37.96875,201.0,2.01,0.8699999999999999,1.4662499999999998,1.14,2.0,2.0,2.0,6.0,14.0,8.0,9.0,3.75,6.0,10.0,7.75,23.005,34.81,30.383125,5.533593750000001,34.81,194.0,225.0,True
Ba3CaIr2O9,8.0,77.0,69.0,27.6,24.533333333333335,8.0,7.0,87.0,62.46666666666667,29.44,87.0,54.8,2739.0,2684.2,672.4133333333334,741.1360000000001,54.8,5.6,66.0,215.0,149.0,113.13333333333334,56.559999999999995,66.0,3.44,2.55,2.602,3.44,2.0,2.0,2.0,2.0,23.0,21.0,7.2,4.213333333333334,6.0,3.0,1.6,9.105,63.59,22.593666666666667,18.42204444444445,9.105,12.0,229.0,True
KLi(WO3)3,3.0,74.0,71.0,22.571428571428573,22.04081632653061,8.0,1.0,87.0,67.14285714285714,25.53061224489796,87.0,54.8,3695.0,3640.2,883.4585714285714,1204.9463265306124,54.8,5.5102040816326525,66.0,203.0,137.0,100.78571428571429,44.724489795918366,66.0,3.44,2.62,2.845714285714286,3.44,2.0,1.8571428571428572,2.0,1.0,20.0,19.0,8.285714285714286,5.020408163265306,6.0,6.0,2.7142857142857144,9.105,73.1066666667,15.699642857142859,8.478826530612244,9.105,12.0,229.0,True
Si0.347Ge0.653,14.0,32.0,18.0,25.754,8.157276,32.0,78.0,79.0,78.653,0.4531819999999982,79.0,1211.4,1687.0,475.5999999999999,1376.4332,215.53335919999992,1211.4,0.0,111.0,120.0,9.0,116.877,4.0786380000000015,120.0,2.01,0.10999999999999988,1.9718299999999997,2.01,2.0,2.0,2.0,4.0,14.0,10.0,10.53,4.53182,14.0,4.0,4.0,20.44,23.005,22.114945,1.1624118299999993,23.005,225.0,227.0,False
SrSbAu,38.0,79.0,41.0,56.0,15.333333333333334,38.0,8.0,85.0,53.0,30.0,8.0,903.78,1337.33,433.54999999999995,1097.0366666666666,160.19555555555553,903.78,4.888888888888888,136.0,195.0,59.0,156.66666666666666,25.555555555555554,136.0,2.54,1.59,1.8466666666666667,0.95,2.0,1.6666666666666667,1.0,2.0,25.0,23.0,14.0,8.0,2.0,3.0,1.3333333333333333,16.7,54.23,34.163333333333334,13.377777777777778,16.7,166.0,225.0,True
Si2Pd9,14.0,46.0,32.0,40.18181818181818,9.520661157024795,46.0,62.0,78.0,64.9090909090909,4.760330578512395,62.0,1687.0,1828.05,141.04999999999995,1802.4045454545455,41.965289256198254,1828.05,1.1900826446280988,111.0,139.0,28.0,133.9090909090909,8.330578512396697,139.0,2.2,0.30000000000000027,2.1454545454545455,2.2,2.0,0.36363636363636365,0.0,4.0,10.0,6.0,8.909090909090908,1.785123966942149,10.0,4.0,0.7272727272727273,14.41,20.44,15.506363636363636,1.7940495867768596,14.41,225.0,227.0,True
Mg2Pb,12.0,82.0,70.0,35.333333333333336,31.111111111111114,12.0,68.0,81.0,72.33333333333333,5.777777777777776,68.0,600.61,923.0,322.39,815.5366666666667,143.2844444444444,923.0,5.333333333333333,141.0,146.0,5.0,142.66666666666666,2.222222222222219,141.0,2.33,1.02,1.6500000000000001,1.31,2.0,2.0,2.0,2.0,28.0,26.0,10.666666666666666,11.555555555555557,2.0,4.0,1.3333333333333333,22.89,28.11,24.63,2.319999999999999,22.89,194.0,225.0,False
Ti2MnFe,22.0,26.0,4.0,23.75,1.75,22.0,43.0,55.0,48.25,5.25,43.0,1519.0,1941.0,422.0,1803.0,142.0,1941.0,1.75,132.0,160.0,28.0,147.75,12.25,160.0,1.83,0.29000000000000004,1.615,1.54,2.0,2.0,2.0,4.0,8.0,4.0,5.75,1.75,4.0,8.0,6.25,10.4875862069,16.69,13.649396551725001,3.0406034482750006,16.69,194.0,229.0,True
U2Re2C3,6.0,92.0,86.0,50.285714285714285,37.95918367346939,6.0,20.0,77.0,54.142857142857146,19.591836734693878,77.0,1408.0,3823.0,2415.0,3029.0,926.2857142857143,3823.0,4.408163265306123,76.0,196.0,120.0,131.71428571428572,47.755102040816325,76.0,2.55,1.17,2.03,2.55,2.0,2.0,2.0,4.0,21.0,17.0,9.428571428571429,6.612244897959184,4.0,20.0,8.857142857142858,5.64,20.025,12.325714285714286,5.7306122448979595,5.64,63.0,194.0,True
CrFe2Sb,24.0,51.0,27.0,31.75,9.625,26.0,49.0,85.0,61.0,12.0,55.0,903.78,2180.0,1276.22,1676.445,386.33250000000004,1811.0,2.875,132.0,139.0,7.0,135.5,3.5,132.0,2.05,0.3899999999999999,1.8425,1.83,2.0,1.75,2.0,6.0,15.0,9.0,9.25,2.875,8.0,6.0,4.25,10.73,31.56,16.0525,7.753749999999998,10.73,166.0,229.0,True
YbCuGe,29.0,70.0,41.0,43.666666666666664,17.555555555555554,29.0,39.0,79.0,60.666666666666664,14.444444444444445,39.0,1092.0,1357.77,265.77,1220.39,91.58666666666666,1092.0,4.222222222222222,120.0,187.0,67.0,146.33333333333334,27.111111111111114,120.0,2.01,0.7499999999999998,1.7233333333333334,1.26,2.0,1.6666666666666667,1.0,11.0,16.0,5.0,13.666666666666666,1.777777777777778,11.0,4.0,1.6666666666666667,11.07,34.12,22.731666666666666,7.774444444444444,11.07,225.0,225.0,True
In5AgS8,16.0,49.0,33.0,30.0,16.0,16.0,65.0,88.0,81.71428571428571,7.183673469387756,88.0,388.36,1234.93,846.57,463.6114285714286,110.18836734693878,388.36,1.6326530612244898,105.0,145.0,40.0,121.07142857142857,18.36734693877551,105.0,2.58,0.8,2.2478571428571428,2.58,2.0,1.9285714285714286,2.0,6.0,13.0,7.0,8.857142857142858,3.2653061224489797,6.0,5.0,3.0,16.33,25.786875,24.566071428571426,1.395204081632652,25.786875,70.0,225.0,False
Na8Hg3,11.0,80.0,69.0,29.818181818181817,27.371900826446282,11.0,2.0,71.0,20.818181818181817,27.371900826446282,2.0,234.32,370.87,136.55,333.6290909090909,54.16859504132233,370.87,4.363636363636363,132.0,166.0,34.0,156.72727272727272,13.487603305785127,166.0,2.0,1.0699999999999998,1.221818181818182,0.93,2.0,1.2727272727272727,1.0,1.0,26.0,25.0,7.818181818181818,9.917355371900827,1.0,1.0,0.7272727272727273,25.2375862069,29.2433333333,28.15085684428182,1.5890567112991734,29.2433333333,166.0,229.0,True
Ba8Hg4Se7S5,16.0,80.0,64.0,45.25,18.75,56.0,9.0,89.0,59.125,33.416666666666664,9.0,234.32,1000.0,765.6800000000001,597.3783333333334,268.4144444444445,1000.0,5.777777777777779,105.0,215.0,110.0,150.54166666666666,42.97222222222222,215.0,2.58,1.69,1.91125,0.89,2.0,2.0,2.0,2.0,26.0,24.0,10.916666666666666,7.9930555555555545,2.0,2.0,1.0,25.2375862069,63.59,38.33519665948334,16.836535560344448,63.59,14.0,229.0,False
Cd2AgRh,45.0,48.0,3.0,47.0,1.0,48.0,59.0,70.0,66.0,4.0,70.0,594.22,2237.0,1642.78,1165.0925,570.8725,594.22,1.0,142.0,145.0,3.0,143.75,0.875,144.0,2.28,0.5899999999999999,1.8975,1.69,2.0,1.5,2.0,9.0,12.0,3.0,11.0,1.0,12.0,3.0,1.0,13.64,19.495,17.240000000000002,2.255000000000001,19.495,194.0,225.0,True
SbOsSe,34.0,76.0,42.0,53.666666666666664,14.888888888888888,34.0,57.0,89.0,77.0,13.333333333333334,57.0,494.0,3306.0,2812.0,1567.9266666666665,1158.7155555555555,494.0,3.3333333333333335,120.0,144.0,24.0,134.33333333333334,9.555555555555552,120.0,2.55,0.5,2.2666666666666666,2.05,2.0,2.0,2.0,15.0,22.0,7.0,17.666666666666668,2.8888888888888893,15.0,4.0,3.0,14.09,31.56,23.856666666666666,6.511111111111112,14.09,14.0,194.0,False
TmCu4Ag,29.0,69.0,40.0,38.666666666666664,12.888888888888891,29.0,37.0,65.0,59.666666666666664,7.555555555555557,64.0,1234.93,1818.0,583.0699999999999,1414.0016666666668,134.66611111111118,1357.77,2.2222222222222228,132.0,190.0,58.0,143.83333333333334,15.77777777777778,132.0,1.93,0.6799999999999999,1.7966666666666666,1.9,2.0,1.1666666666666667,1.0,11.0,15.0,4.0,11.666666666666666,1.1111111111111107,11.0,1.0,1.0,11.07,29.78,15.065,5.326666666666667,11.07,194.0,225.0,True
BiI3,53.0,83.0,30.0,60.5,11.25,53.0,86.0,96.0,93.5,3.75,96.0,386.85,544.4,157.54999999999995,426.23750000000007,59.08125000000001,386.85,0.75,139.0,148.0,9.0,141.25,3.375,139.0,2.66,0.6400000000000001,2.5,2.66,2.0,2.0,2.0,17.0,29.0,12.0,20.0,4.5,17.0,3.0,1.5,32.95,43.015,40.49875,3.774374999999999,43.015,12.0,64.0,False
Li2V3FeO8,3.0,26.0,23.0,11.785714285714286,6.836734693877551,8.0,1.0,87.0,63.642857142857146,26.693877551020403,87.0,54.8,2183.0,2128.2,693.2700000000001,798.1314285714286,54.8,5.795918367346938,66.0,153.0,87.0,98.21428571428571,36.816326530612244,66.0,3.44,2.46,2.585714285714286,3.44,2.0,1.8571428571428572,2.0,1.0,8.0,7.0,5.214285714285714,1.2959183673469388,6.0,7.0,3.0714285714285716,9.105,16.5933333333,11.127619047614287,2.368367346932653,9.105,12.0,229.0,True
Cs2Hg3I8,53.0,80.0,27.0,59.53846153846154,9.443786982248522,53.0,5.0,96.0,76.23076923076923,24.331360946745562,96.0,234.32,386.85,152.53000000000003,338.5338461538462,59.46603550295859,386.85,4.449704142011834,132.0,244.0,112.0,153.53846153846155,27.834319526627226,139.0,2.66,1.87,2.2199999999999998,2.66,2.0,1.8461538461538463,2.0,1.0,26.0,25.0,16.615384615384617,4.804733727810651,17.0,1.0,0.7692307692307693,25.2375862069,115.765,50.10482758620769,20.203129973474557,43.015,64.0,229.0,False
NiCO4,6.0,28.0,22.0,11.0,5.666666666666667,8.0,61.0,87.0,81.0,8.0,87.0,54.8,3823.0,3768.2,961.6999999999999,1209.2,54.8,1.777777777777778,66.0,124.0,58.0,77.33333333333333,15.555555555555552,66.0,3.44,1.53,3.0366666666666666,3.44,2.0,2.0,2.0,4.0,10.0,6.0,6.333333333333333,1.222222222222222,6.0,4.0,2.3333333333333335,5.64,10.32,8.73,1.03,9.105,12.0,225.0,True
Zr1.33Ta0.67N2.61O0.42,7.0,73.0,66.0,24.60039761431412,21.037457165555377,7.0,44.0,87.0,67.84095427435389,17.893403001474255,82.0,54.8,3290.0,3235.2,1038.194135188867,1176.2034710227704,63.05,5.175302064353443,66.0,175.0,109.0,111.26838966202786,49.3491931117075,71.0,3.44,2.11,2.4161232604373764,3.04,2.0,2.0,2.0,4.0,19.0,15.0,6.683896620278332,3.2810295285938462,5.0,8.0,4.771371769383699,9.105,23.195,16.97023608349901,3.5981223988079485,14.76875,12.0,229.0,False
Li4Mn3Cr3O12,3.0,25.0,22.0,11.590909090909092,7.041322314049586,8.0,1.0,87.0,61.40909090909091,27.91735537190083,87.0,54.8,2180.0,2125.2,616.789090909091,672.3877685950414,54.8,5.801652892561983,66.0,139.0,73.0,97.18181818181819,34.01652892561984,66.0,3.44,2.46,2.492272727272727,3.44,2.0,1.6818181818181819,2.0,1.0,7.0,6.0,5.2272727272727275,1.5371900826446279,6.0,6.0,2.772727272727273,9.105,16.5933333333,10.939367816086362,2.1243416927814036,9.105,12.0,229.0,True
Yb3Tc,43.0,70.0,27.0,63.25,10.125,70.0,39.0,53.0,42.5,5.25,39.0,1092.0,2430.0,1338.0,1426.5,501.75,1092.0,1.5,147.0,187.0,40.0,177.0,15.0,187.0,1.9,0.6399999999999999,1.42,1.26,2.0,2.0,2.0,7.0,16.0,9.0,13.75,3.375,16.0,5.0,1.25,14.285,34.12,29.161249999999995,7.438125,34.12,194.0,225.0,True
Cs1.43Cd1.43Bi2.57S6,16.0,83.0,67.0,39.94750656167979,25.141739172367238,16.0,5.0,88.0,74.91426071741033,18.723497051932373,88.0,301.59,594.22,292.63000000000005,438.3443832020997,86.69554981480331,388.36,3.452055151023883,105.0,244.0,139.0,136.9378827646544,33.53058557968968,105.0,2.58,1.79,2.1187926509186354,2.58,2.0,1.8748906386701663,2.0,1.0,29.0,28.0,11.296587926509186,8.137121311279659,6.0,3.0,1.8495188101487314,19.495,115.765,37.86741469816273,19.491434292498216,25.786875,12.0,229.0,False
Ga2NiS4,16.0,31.0,15.0,22.0,6.857142857142857,16.0,61.0,88.0,80.14285714285714,8.979591836734695,88.0,302.91,1728.0,1425.09,555.3228571428572,335.05061224489793,388.36,1.9591836734693877,105.0,124.0,19.0,112.57142857142857,8.653061224489795,105.0,2.58,0.77,2.2642857142857147,2.58,2.0,2.0,2.0,6.0,13.0,7.0,8.571428571428571,2.9387755102040813,6.0,5.0,2.857142857142857,10.32,25.786875,21.5975,4.787857142857141,25.786875,64.0,225.0,True
Mn3PdN,7.0,46.0,39.0,25.6,8.16,25.0,52.0,82.0,60.0,9.6,52.0,63.05,1828.05,1765.0,1289.6200000000001,490.6279999999999,1519.0,2.6399999999999997,71.0,139.0,68.0,125.4,21.759999999999998,139.0,3.04,1.49,1.9780000000000002,1.55,2.0,1.6,2.0,5.0,10.0,5.0,7.2,1.12,7.0,5.0,3.6,10.4875862069,14.76875,12.128301724139998,1.968858620688,10.4875862069,194.0,225.0,True
Cd0.07In0.93Te0.07As0.93,33.0,52.0,19.0,41.63,8.0259,33.0,70.0,90.0,79.535,4.885000000000001,75.0,429.75,1090.0,660.25,752.7745500000001,313.6196685,429.75,1.07,119.0,144.0,25.0,131.235,11.37855,119.0,2.18,0.4900000000000002,1.97405,1.78,2.0,2.0,2.0,12.0,16.0,4.0,14.0,1.07,13.0,5.0,3.79,19.495,34.7633333333,23.491316666665504,1.5039166666655004,22.175,139.0,194.0,False
Pt3Pb,78.0,82.0,4.0,79.0,1.5,78.0,63.0,81.0,67.5,6.75,63.0,600.61,2041.4,1440.79,1681.2025,540.2962500000001,2041.4,1.5,136.0,146.0,10.0,138.5,3.75,136.0,2.33,0.050000000000000266,2.2925,2.28,2.0,1.25,1.0,24.0,28.0,4.0,25.0,1.5,24.0,4.0,2.5,15.02,28.11,18.2925,4.90875,15.02,225.0,225.0,True
K2Au(IO3)5,8.0,79.0,71.0,21.82608695652174,18.525519848771268,8.0,3.0,96.0,80.73913043478261,14.801512287334592,87.0,54.8,1337.33,1282.53,207.24521739130432,198.8415879017013,54.8,2.7032136105860114,66.0,203.0,137.0,96.82608695652173,40.20793950850661,66.0,3.44,2.62,3.003478260869565,3.44,2.0,1.8695652173913044,2.0,1.0,25.0,24.0,8.782608695652174,4.982986767485823,6.0,2.0,1.6521739130434783,9.105,73.1066666667,22.372318840582608,17.798443604288845,9.105,12.0,229.0,False
EuZn,30.0,63.0,33.0,46.5,16.5,30.0,25.0,69.0,47.0,22.0,25.0,692.68,1095.0,402.32000000000005,893.8399999999999,201.16000000000003,692.68,4.5,122.0,198.0,76.0,160.0,38.0,122.0,1.65,0.46499999999999986,1.4175,1.185,2.0,2.0,2.0,9.0,12.0,3.0,10.5,1.5,9.0,7.0,3.5,13.96,36.46,25.21,11.25,13.96,194.0,229.0,True
Sb2Ru,44.0,51.0,7.0,48.666666666666664,3.111111111111112,51.0,56.0,85.0,75.33333333333333,12.888888888888891,85.0,903.78,2607.0,1703.22,1471.5199999999998,756.9866666666667,903.78,3.111111111111111,139.0,146.0,7.0,141.33333333333334,3.1111111111111143,139.0,2.2,0.15000000000000036,2.1,2.05,2.0,1.6666666666666667,2.0,8.0,15.0,7.0,12.666666666666666,3.111111111111111,15.0,4.0,3.3333333333333335,13.51,31.56,25.543333333333333,8.02222222222222,31.56,166.0,194.0,False
Sn0.001Te1Pb0.999,50.0,82.0,32.0,66.98400000000001,15.000984,52.0,80.0,90.0,85.4995,4.500500000000001,90.0,505.08,722.66,217.57999999999998,661.587235,61.072764999999976,722.66,1.0,138.0,146.0,8.0,141.99650000000003,3.9994965000000002,138.0,2.33,0.3700000000000001,2.2148149999999998,2.1,2.0,2.0,2.0,14.0,28.0,14.0,21.993000000000002,6.000992999999999,16.0,4.0,3.0,28.11,34.7633333333,31.439254166649995,3.325924912483349,34.7633333333,141.0,225.0,False
NdMg2Ni9,12.0,60.0,48.0,28.0,5.333333333333333,28.0,19.0,68.0,58.666666666666664,6.611111111111113,61.0,923.0,1728.0,805.0,1557.6666666666667,255.49999999999997,1728.0,2.8749999999999996,124.0,201.0,77.0,133.25,13.875,124.0,1.91,0.77,1.745833333333333,1.91,2.0,2.0,2.0,2.0,10.0,8.0,8.333333333333334,2.4999999999999996,10.0,10.0,2.3333333333333335,10.32,34.81,14.455833333333333,6.203749999999999,10.32,194.0,225.0,True
Zn0.85Ga0.15As0.15Se0.85,30.0,34.0,4.0,32.0,1.8499999999999999,30.0,69.0,89.0,79.0,9.25,69.0,302.91,1090.0,787.0899999999999,608.80725,143.47074999999998,494.0,1.8499999999999999,119.0,122.0,3.0,120.925,1.075,120.0,2.55,0.8999999999999999,2.08425,1.65,2.0,2.0,2.0,12.0,16.0,4.0,14.0,1.8499999999999999,12.0,5.0,1.45,13.96,25.92,20.0264375,5.3318125,13.96,14.0,194.0,False
Cu3(BiI4)4,29.0,83.0,54.0,55.08695652173913,9.70888468809074,53.0,64.0,96.0,90.08695652173913,8.226843100189038,96.0,386.85,1357.77,970.92,540.8917391304348,214.31894139886575,386.85,1.5727788279773156,132.0,148.0,16.0,139.65217391304347,2.903591682419654,139.0,2.66,0.7600000000000002,2.4495652173913043,2.66,2.0,1.8695652173913044,2.0,11.0,29.0,18.0,18.304347826086957,3.7202268431001895,17.0,3.0,1.3478260869565217,11.07,43.015,37.09782608695652,8.232589792060491,43.015,12.0,225.0,True
As2S5,16.0,33.0,17.0,20.857142857142858,6.938775510204081,16.0,84.0,88.0,86.85714285714286,1.632653061224488,88.0,388.36,1090.0,701.64,588.8285714285714,286.38367346938776,388.36,0.4081632653061228,105.0,119.0,14.0,109.0,5.714285714285714,105.0,2.58,0.3999999999999999,2.4657142857142857,2.58,2.0,2.0,2.0,6.0,15.0,9.0,8.571428571428571,3.673469387755102,6.0,3.0,2.2857142857142856,22.175,25.786875,24.75491071428571,1.4742346938775515,25.786875,70.0,166.0,False
UAl4,13.0,92.0,79.0,28.8,25.28,13.0,20.0,73.0,62.4,16.96,73.0,933.47,1408.0,474.53,1028.376,151.84959999999995,933.47,3.2,121.0,196.0,75.0,136.0,24.0,121.0,1.61,0.2300000000000002,1.564,1.61,2.0,2.0,2.0,3.0,6.0,3.0,3.6,0.9600000000000002,3.0,20.0,8.0,16.48,20.025,17.189,1.1343999999999994,16.48,63.0,225.0,True
Li8GeN4,3.0,32.0,29.0,6.461538461538462,4.260355029585799,3.0,1.0,82.0,31.923076923076923,38.05917159763314,1.0,63.05,1211.4,1148.3500000000001,391.77846153846156,202.29443786982245,453.69,6.532544378698225,71.0,128.0,57.0,109.84615384615384,23.905325443786985,128.0,3.04,2.06,1.693076923076923,0.98,2.0,1.3846153846153846,1.0,1.0,14.0,13.0,3.230769230769231,2.745562130177515,1.0,4.0,1.8461538461538463,14.76875,23.005,16.52512820510769,1.0808481262201175,16.5933333333,194.0,229.0,False
